segment_id,label,P_mean,image_path
39,mayep,28.0303,training_images\mayep_segment_0039.png
40,mayep,27.8192,training_images\mayep_segment_0040.png
41,mayep,27.8202,training_images\mayep_segment_0041.png
42,mayep,27.8876,training_images\mayep_segment_0042.png
43,mayep,27.4769,training_images\mayep_segment_0043.png
44,mayep,27.6175,training_images\mayep_segment_0044.png
45,mayep,27.6851,training_images\mayep_segment_0045.png
46,mayep,27.5893,training_images\mayep_segment_0046.png
47,mayep,27.7125,training_images\mayep_segment_0047.png
48,mayep,27.6434,training_images\mayep_segment_0048.png
49,mayep,27.8392,training_images\mayep_segment_0049.png
50,mayep,27.6713,training_images\mayep_segment_0050.png
51,mayep,27.4795,training_images\mayep_segment_0051.png
52,mayep,27.6547,training_images\mayep_segment_0052.png
53,mayep,27.6219,training_images\mayep_segment_0053.png
54,mayep,27.5758,training_images\mayep_segment_0054.png
55,mayep,27.5895,training_images\mayep_segment_0055.png
56,mayep,27.6018,training_images\mayep_segment_0056.png
57,mayep,27.5281,training_images\mayep_segment_0057.png
58,mayep,27.4322,training_images\mayep_segment_0058.png
59,mayep,27.6915,training_images\mayep_segment_0059.png
60,mayep,27.5317,training_images\mayep_segment_0060.png
61,mayep,27.5871,training_images\mayep_segment_0061.png
62,mayep,27.3664,training_images\mayep_segment_0062.png
63,mayep,27.5134,training_images\mayep_segment_0063.png
64,mayep,27.3999,training_images\mayep_segment_0064.png
65,mayep,27.4025,training_images\mayep_segment_0065.png
66,maysay,342.0812,training_images\maysay_segment_0066.png
67,maysay,341.5082,training_images\maysay_segment_0067.png
68,maysay,342.4729,training_images\maysay_segment_0068.png
69,maysay,338.6437,training_images\maysay_segment_0069.png
70,maysay,340.2136,training_images\maysay_segment_0070.png
71,maysay,341.5799,training_images\maysay_segment_0071.png
72,maysay,342.3439,training_images\maysay_segment_0072.png
73,maysay,341.8183,training_images\maysay_segment_0073.png
74,maysay,342.5088,training_images\maysay_segment_0074.png
75,maysay,343.6264,training_images\maysay_segment_0075.png
76,maysay,344.493,training_images\maysay_segment_0076.png
77,maysay,344.6338,training_images\maysay_segment_0077.png
78,maysay,344.2524,training_images\maysay_segment_0078.png
79,maysay,344.4661,training_images\maysay_segment_0079.png
80,maysay,344.3915,training_images\maysay_segment_0080.png
81,maysay,343.0998,training_images\maysay_segment_0081.png
82,maysay,344.9634,training_images\maysay_segment_0082.png
83,maysay,344.1415,training_images\maysay_segment_0083.png
84,maysay,343.5287,training_images\maysay_segment_0084.png
85,maysay,344.1757,training_images\maysay_segment_0085.png
86,maysay,343.734,training_images\maysay_segment_0086.png
87,maysay,343.5119,training_images\maysay_segment_0087.png
88,maysay,343.5074,training_images\maysay_segment_0088.png
89,maysay,344.2021,training_images\maysay_segment_0089.png
90,maysay,344.9947,training_images\maysay_segment_0090.png
91,maysay,344.8769,training_images\maysay_segment_0091.png
92,maysay,344.4233,training_images\maysay_segment_0092.png
93,maysay,344.8356,training_images\maysay_segment_0093.png
94,maysay,344.2109,training_images\maysay_segment_0094.png
95,maysay,344.7402,training_images\maysay_segment_0095.png
96,maysay,344.1058,training_images\maysay_segment_0096.png
97,maysay,345.3535,training_images\maysay_segment_0097.png
98,maysay,344.0521,training_images\maysay_segment_0098.png
99,maysay,344.2695,training_images\maysay_segment_0099.png
100,maysay,344.5966,training_images\maysay_segment_0100.png
101,maysay,344.6978,training_images\maysay_segment_0101.png
102,maysay,344.614,training_images\maysay_segment_0102.png
103,maysay,344.1124,training_images\maysay_segment_0103.png
104,maysay,344.3013,training_images\maysay_segment_0104.png
105,maysay,344.6209,training_images\maysay_segment_0105.png
106,maysay,343.7497,training_images\maysay_segment_0106.png
107,maysay,343.8272,training_images\maysay_segment_0107.png
108,maysay,343.8383,training_images\maysay_segment_0108.png
109,maysay,344.0528,training_images\maysay_segment_0109.png
110,maysay,343.7209,training_images\maysay_segment_0110.png
111,maysay,343.5161,training_images\maysay_segment_0111.png
112,maysay,346.1096,training_images\maysay_segment_0112.png
113,maysay,347.8868,training_images\maysay_segment_0113.png
114,maysay,347.8132,training_images\maysay_segment_0114.png
115,maysay,347.8763,training_images\maysay_segment_0115.png
116,maysay,348.4558,training_images\maysay_segment_0116.png
117,maysay,347.1364,training_images\maysay_segment_0117.png
118,maysay,348.4916,training_images\maysay_segment_0118.png
119,maysay,348.6677,training_images\maysay_segment_0119.png
120,maysay,350.571,training_images\maysay_segment_0120.png
121,maysay,350.9072,training_images\maysay_segment_0121.png
122,maysay,350.1183,training_images\maysay_segment_0122.png
123,maysay,350.2113,training_images\maysay_segment_0123.png
124,maysay,351.3545,training_images\maysay_segment_0124.png
125,maysay,351.383,training_images\maysay_segment_0125.png
126,maysay,351.685,training_images\maysay_segment_0126.png
127,maysay,351.1983,training_images\maysay_segment_0127.png
128,maysay,351.1837,training_images\maysay_segment_0128.png
129,maysay,351.2154,training_images\maysay_segment_0129.png
130,quat,43.2599,training_images\quat_segment_0130.png
131,quat,43.2259,training_images\quat_segment_0131.png
132,quat,43.26,training_images\quat_segment_0132.png
133,quat,43.1005,training_images\quat_segment_0133.png
134,quat,42.992,training_images\quat_segment_0134.png
135,quat,43.0696,training_images\quat_segment_0135.png
136,quat,42.9995,training_images\quat_segment_0136.png
137,quat,43.1646,training_images\quat_segment_0137.png
138,quat,43.1407,training_images\quat_segment_0138.png
139,quat,43.2746,training_images\quat_segment_0139.png
140,quat,43.1464,training_images\quat_segment_0140.png
141,quat,43.2429,training_images\quat_segment_0141.png
142,quat,43.2241,training_images\quat_segment_0142.png
143,quat,43.1444,training_images\quat_segment_0143.png
144,quat,43.182,training_images\quat_segment_0144.png
145,quat,43.343,training_images\quat_segment_0145.png
146,quat,43.2899,training_images\quat_segment_0146.png
147,quat,43.2266,training_images\quat_segment_0147.png
148,quat,43.3331,training_images\quat_segment_0148.png
149,quat,43.3511,training_images\quat_segment_0149.png
150,quat,43.1883,training_images\quat_segment_0150.png
151,quat,43.2848,training_images\quat_segment_0151.png
152,quat,43.1864,training_images\quat_segment_0152.png
153,quat,43.2651,training_images\quat_segment_0153.png
154,quat,43.3083,training_images\quat_segment_0154.png
155,quat,43.0696,training_images\quat_segment_0155.png
156,quat,43.3299,training_images\quat_segment_0156.png
157,quat,43.3199,training_images\quat_segment_0157.png
158,quat,43.3159,training_images\quat_segment_0158.png
159,quat,43.155,training_images\quat_segment_0159.png
160,quat,43.3387,training_images\quat_segment_0160.png
161,quat,43.2309,training_images\quat_segment_0161.png
162,quat,43.3148,training_images\quat_segment_0162.png
163,quat,43.2217,training_images\quat_segment_0163.png
164,quat,43.2843,training_images\quat_segment_0164.png
165,quat,43.2687,training_images\quat_segment_0165.png
166,quat,43.1954,training_images\quat_segment_0166.png
167,quat,43.3512,training_images\quat_segment_0167.png
168,quat,43.1716,training_images\quat_segment_0168.png
169,quat,43.1221,training_images\quat_segment_0169.png
170,quat,43.257,training_images\quat_segment_0170.png
171,quat,43.253,training_images\quat_segment_0171.png
172,quat,43.1493,training_images\quat_segment_0172.png
173,quat,43.1374,training_images\quat_segment_0173.png
174,quat,43.1988,training_images\quat_segment_0174.png
175,quat,43.0795,training_images\quat_segment_0175.png
176,quat,43.223,training_images\quat_segment_0176.png
177,quat,43.2429,training_images\quat_segment_0177.png
178,quat,43.1277,training_images\quat_segment_0178.png
179,quat,43.1408,training_images\quat_segment_0179.png
180,quat,43.1178,training_images\quat_segment_0180.png
181,quat,43.0875,training_images\quat_segment_0181.png
182,quat,43.0767,training_images\quat_segment_0182.png
183,quat,43.2,training_images\quat_segment_0183.png
184,quat,43.2271,training_images\quat_segment_0184.png
185,quat,43.1164,training_images\quat_segment_0185.png
186,quat,43.2717,training_images\quat_segment_0186.png
187,quat,43.2028,training_images\quat_segment_0187.png
188,quat,43.166,training_images\quat_segment_0188.png
189,quat,43.2023,training_images\quat_segment_0189.png
190,quat,43.0937,training_images\quat_segment_0190.png
191,quat,43.1688,training_images\quat_segment_0191.png
192,quat,43.1979,training_images\quat_segment_0192.png
193,quat,43.2757,training_images\quat_segment_0193.png
194,sacmt,82.5456,training_images\sacmt_segment_0194.png
195,sacmt,85.1587,training_images\sacmt_segment_0195.png
196,sacmt,78.291,training_images\sacmt_segment_0196.png
197,sacmt,75.8995,training_images\sacmt_segment_0197.png
198,sacmt,74.7579,training_images\sacmt_segment_0198.png
199,sacmt,78.9295,training_images\sacmt_segment_0199.png
200,sacmt,81.193,training_images\sacmt_segment_0200.png
201,sacmt,79.6852,training_images\sacmt_segment_0201.png
202,sacmt,75.2639,training_images\sacmt_segment_0202.png
203,sacmt,75.441,training_images\sacmt_segment_0203.png
204,sacmt,76.6361,training_images\sacmt_segment_0204.png
205,sacmt,85.8127,training_images\sacmt_segment_0205.png
206,sacmt,90.6214,training_images\sacmt_segment_0206.png
207,sacmt,79.9433,training_images\sacmt_segment_0207.png
208,sacmt,75.2066,training_images\sacmt_segment_0208.png
209,sacmt,74.3407,training_images\sacmt_segment_0209.png
210,sacmt,77.4323,training_images\sacmt_segment_0210.png
211,sacmt,85.1646,training_images\sacmt_segment_0211.png
212,sacmt,83.2391,training_images\sacmt_segment_0212.png
213,sacmt,95.0704,training_images\sacmt_segment_0213.png
214,sacmt,76.8361,training_images\sacmt_segment_0214.png
215,sacmt,76.269,training_images\sacmt_segment_0215.png
216,sacmt,76.4271,training_images\sacmt_segment_0216.png
217,sacmt,77.507,training_images\sacmt_segment_0217.png
218,sacmt,71.5783,training_images\sacmt_segment_0218.png
219,sacmt,79.3477,training_images\sacmt_segment_0219.png
220,sacmt,77.1955,training_images\sacmt_segment_0220.png
221,sacmt,72.1767,training_images\sacmt_segment_0221.png
222,sacmt,77.8908,training_images\sacmt_segment_0222.png
223,sacmt,77.7448,training_images\sacmt_segment_0223.png
224,sacmt,72.5773,training_images\sacmt_segment_0224.png
225,sacmt,75.8,training_images\sacmt_segment_0225.png
226,sacmt,72.0907,training_images\sacmt_segment_0226.png
227,sacmt,71.1067,training_images\sacmt_segment_0227.png
228,sacmt,74.9433,training_images\sacmt_segment_0228.png
229,sacmt,74.1496,training_images\sacmt_segment_0229.png
230,sacmt,74.7429,training_images\sacmt_segment_0230.png
231,sacmt,74.6444,training_images\sacmt_segment_0231.png
232,sacmt,77.2171,training_images\sacmt_segment_0232.png
233,sacmt,81.9411,training_images\sacmt_segment_0233.png
234,sacmt,76.4544,training_images\sacmt_segment_0234.png
235,sacmt,79.2663,training_images\sacmt_segment_0235.png
236,sacmt,76.5956,training_images\sacmt_segment_0236.png
237,sacmt,74.4163,training_images\sacmt_segment_0237.png
238,sacmt,72.2729,training_images\sacmt_segment_0238.png
239,sacmt,78.1556,training_images\sacmt_segment_0239.png
240,sacmt,79.6443,training_images\sacmt_segment_0240.png
241,sacmt,80.4421,training_images\sacmt_segment_0241.png
242,sacmt,80.9624,training_images\sacmt_segment_0242.png
243,sacmt,74.1189,training_images\sacmt_segment_0243.png
244,sacmt,76.7755,training_images\sacmt_segment_0244.png
245,sacmt,75.6783,training_images\sacmt_segment_0245.png
246,sacmt,75.2246,training_images\sacmt_segment_0246.png
247,sacmt,75.8678,training_images\sacmt_segment_0247.png
248,sacmt,71.7642,training_images\sacmt_segment_0248.png
249,sacmt,73.7574,training_images\sacmt_segment_0249.png
250,sacmt,74.1467,training_images\sacmt_segment_0250.png
251,sacmt,80.668,training_images\sacmt_segment_0251.png
252,sacmt,74.4958,training_images\sacmt_segment_0252.png
253,sacmt,75.1043,training_images\sacmt_segment_0253.png
254,sacmt,75.5388,training_images\sacmt_segment_0254.png
255,sacmt,73.5965,training_images\sacmt_segment_0255.png
256,sacmt,78.3845,training_images\sacmt_segment_0256.png
257,tulanh,89.9026,training_images\tulanh_segment_0257.png
258,tulanh,88.7162,training_images\tulanh_segment_0258.png
259,tulanh,88.3958,training_images\tulanh_segment_0259.png
260,tulanh,87.7964,training_images\tulanh_segment_0260.png
261,tulanh,86.8638,training_images\tulanh_segment_0261.png
262,tulanh,86.0753,training_images\tulanh_segment_0262.png
263,tulanh,86.0425,training_images\tulanh_segment_0263.png
264,tulanh,85.7741,training_images\tulanh_segment_0264.png
265,tulanh,85.304,training_images\tulanh_segment_0265.png
266,tulanh,85.0566,training_images\tulanh_segment_0266.png
267,tulanh,84.9922,training_images\tulanh_segment_0267.png
268,tulanh,84.8299,training_images\tulanh_segment_0268.png
269,tulanh,84.9981,training_images\tulanh_segment_0269.png
270,tulanh,84.221,training_images\tulanh_segment_0270.png
271,tulanh,83.7583,training_images\tulanh_segment_0271.png
272,tulanh,83.5149,training_images\tulanh_segment_0272.png
273,tulanh,83.3455,training_images\tulanh_segment_0273.png
274,tulanh,83.4896,training_images\tulanh_segment_0274.png
275,tulanh,82.8263,training_images\tulanh_segment_0275.png
276,tulanh,83.1583,training_images\tulanh_segment_0276.png
277,tulanh,82.7097,training_images\tulanh_segment_0277.png
278,tulanh,82.3479,training_images\tulanh_segment_0278.png
279,tulanh,82.5854,training_images\tulanh_segment_0279.png
280,tulanh,82.4991,training_images\tulanh_segment_0280.png
281,tulanh,82.2923,training_images\tulanh_segment_0281.png
282,tulanh,82.2437,training_images\tulanh_segment_0282.png
283,tulanh,81.6926,training_images\tulanh_segment_0283.png
284,tulanh,81.5358,training_images\tulanh_segment_0284.png
285,tulanh,81.5727,training_images\tulanh_segment_0285.png
286,tulanh,81.0691,training_images\tulanh_segment_0286.png
287,tulanh,81.7689,training_images\tulanh_segment_0287.png
288,tulanh,81.219,training_images\tulanh_segment_0288.png
289,tulanh,80.7884,training_images\tulanh_segment_0289.png
290,tulanh,81.6015,training_images\tulanh_segment_0290.png
291,tulanh,80.8343,training_images\tulanh_segment_0291.png
292,tulanh,80.7128,training_images\tulanh_segment_0292.png
293,tulanh,81.0068,training_images\tulanh_segment_0293.png
294,tulanh,80.1608,training_images\tulanh_segment_0294.png
295,tulanh,80.0434,training_images\tulanh_segment_0295.png
296,tulanh,80.0367,training_images\tulanh_segment_0296.png
297,tulanh,79.796,training_images\tulanh_segment_0297.png
298,tulanh,79.8956,training_images\tulanh_segment_0298.png
299,tulanh,79.7669,training_images\tulanh_segment_0299.png
300,tulanh,79.7329,training_images\tulanh_segment_0300.png
301,tulanh,79.2088,training_images\tulanh_segment_0301.png
302,tulanh,79.3773,training_images\tulanh_segment_0302.png
303,tulanh,79.0544,training_images\tulanh_segment_0303.png
304,tulanh,78.8213,training_images\tulanh_segment_0304.png
305,tulanh,79.2199,training_images\tulanh_segment_0305.png
306,tulanh,78.8876,training_images\tulanh_segment_0306.png
307,tulanh,78.924,training_images\tulanh_segment_0307.png
308,tulanh,78.6128,training_images\tulanh_segment_0308.png
309,tulanh,78.9954,training_images\tulanh_segment_0309.png
310,tulanh,78.5447,training_images\tulanh_segment_0310.png
311,tulanh,78.6431,training_images\tulanh_segment_0311.png
312,tulanh,78.5648,training_images\tulanh_segment_0312.png
313,tulanh,78.5812,training_images\tulanh_segment_0313.png
314,tulanh,78.5885,training_images\tulanh_segment_0314.png
315,tulanh,78.2974,training_images\tulanh_segment_0315.png
316,tulanh,78.2875,training_images\tulanh_segment_0316.png
317,tulanh,78.2043,training_images\tulanh_segment_0317.png
318,tulanh,78.1939,training_images\tulanh_segment_0318.png
319,tulanh,78.098,training_images\tulanh_segment_0319.png
320,tulanh,77.9739,training_images\tulanh_segment_0320.png
