segment_id,label,P_mean,image_path
64,mayep,27.3999,ML_Data/training_images\mayep_segment_0064.png
65,mayep,27.4025,ML_Data/training_images\mayep_segment_0065.png
66,quat,45.627,ML_Data/training_images\quat_segment_0066.png
67,quat,45.5807,ML_Data/training_images\quat_segment_0067.png
68,quat,45.4458,ML_Data/training_images\quat_segment_0068.png
69,quat,45.557,ML_Data/training_images\quat_segment_0069.png
70,quat,45.424,ML_Data/training_images\quat_segment_0070.png
71,quat,45.4567,ML_Data/training_images\quat_segment_0071.png
72,quat,45.3321,ML_Data/training_images\quat_segment_0072.png
73,quat,45.4311,ML_Data/training_images\quat_segment_0073.png
74,quat,45.5588,ML_Data/training_images\quat_segment_0074.png
75,quat,45.8312,ML_Data/training_images\quat_segment_0075.png
76,quat,45.5506,ML_Data/training_images\quat_segment_0076.png
77,quat,45.7042,ML_Data/training_images\quat_segment_0077.png
78,quat,45.7868,ML_Data/training_images\quat_segment_0078.png
79,quat,45.8119,ML_Data/training_images\quat_segment_0079.png
80,quat,45.7925,ML_Data/training_images\quat_segment_0080.png
81,quat,45.7996,ML_Data/training_images\quat_segment_0081.png
82,quat,45.7603,ML_Data/training_images\quat_segment_0082.png
83,quat,45.7785,ML_Data/training_images\quat_segment_0083.png
84,quat,45.6131,ML_Data/training_images\quat_segment_0084.png
85,quat,46.1267,ML_Data/training_images\quat_segment_0085.png
86,quat,46.2054,ML_Data/training_images\quat_segment_0086.png
87,quat,46.176,ML_Data/training_images\quat_segment_0087.png
88,quat,46.1143,ML_Data/training_images\quat_segment_0088.png
89,quat,45.9207,ML_Data/training_images\quat_segment_0089.png
90,quat,45.7708,ML_Data/training_images\quat_segment_0090.png
91,quat,45.5742,ML_Data/training_images\quat_segment_0091.png
92,quat,45.5815,ML_Data/training_images\quat_segment_0092.png
93,quat,45.6291,ML_Data/training_images\quat_segment_0093.png
94,quat,45.6917,ML_Data/training_images\quat_segment_0094.png
95,quat,45.9401,ML_Data/training_images\quat_segment_0095.png
96,quat,46.0419,ML_Data/training_images\quat_segment_0096.png
97,quat,45.7583,ML_Data/training_images\quat_segment_0097.png
98,quat,45.9972,ML_Data/training_images\quat_segment_0098.png
99,quat,46.0224,ML_Data/training_images\quat_segment_0099.png
100,quat,46.0416,ML_Data/training_images\quat_segment_0100.png
101,quat,46.0752,ML_Data/training_images\quat_segment_0101.png
102,quat,45.8159,ML_Data/training_images\quat_segment_0102.png
103,quat,45.7362,ML_Data/training_images\quat_segment_0103.png
104,quat,45.7235,ML_Data/training_images\quat_segment_0104.png
105,quat,45.8117,ML_Data/training_images\quat_segment_0105.png
106,quat,45.8112,ML_Data/training_images\quat_segment_0106.png
107,quat,45.7636,ML_Data/training_images\quat_segment_0107.png
108,quat,45.9142,ML_Data/training_images\quat_segment_0108.png
109,quat,45.7237,ML_Data/training_images\quat_segment_0109.png
110,quat,45.7858,ML_Data/training_images\quat_segment_0110.png
111,quat,45.8073,ML_Data/training_images\quat_segment_0111.png
112,quat,45.9492,ML_Data/training_images\quat_segment_0112.png
113,quat,46.1552,ML_Data/training_images\quat_segment_0113.png
114,quat,46.2937,ML_Data/training_images\quat_segment_0114.png
115,quat,46.0414,ML_Data/training_images\quat_segment_0115.png
116,quat,46.0449,ML_Data/training_images\quat_segment_0116.png
117,quat,46.1865,ML_Data/training_images\quat_segment_0117.png
118,quat,46.0925,ML_Data/training_images\quat_segment_0118.png
119,quat,46.238,ML_Data/training_images\quat_segment_0119.png
120,quat,46.3705,ML_Data/training_images\quat_segment_0120.png
121,quat,46.1136,ML_Data/training_images\quat_segment_0121.png
122,quat,46.0911,ML_Data/training_images\quat_segment_0122.png
123,quat,46.1778,ML_Data/training_images\quat_segment_0123.png
124,quat,46.1234,ML_Data/training_images\quat_segment_0124.png
125,quat,45.5673,ML_Data/training_images\quat_segment_0125.png
126,maysay,342.0812,ML_Data/training_images\maysay_segment_0126.png
127,maysay,341.5082,ML_Data/training_images\maysay_segment_0127.png
128,maysay,342.4729,ML_Data/training_images\maysay_segment_0128.png
129,maysay,338.6437,ML_Data/training_images\maysay_segment_0129.png
130,maysay,340.2136,ML_Data/training_images\maysay_segment_0130.png
131,maysay,341.5799,ML_Data/training_images\maysay_segment_0131.png
132,maysay,342.3439,ML_Data/training_images\maysay_segment_0132.png
133,maysay,341.8183,ML_Data/training_images\maysay_segment_0133.png
134,maysay,342.5088,ML_Data/training_images\maysay_segment_0134.png
135,maysay,343.6264,ML_Data/training_images\maysay_segment_0135.png
136,maysay,344.493,ML_Data/training_images\maysay_segment_0136.png
137,maysay,344.6338,ML_Data/training_images\maysay_segment_0137.png
138,maysay,344.2524,ML_Data/training_images\maysay_segment_0138.png
139,maysay,344.4661,ML_Data/training_images\maysay_segment_0139.png
140,maysay,344.3915,ML_Data/training_images\maysay_segment_0140.png
141,maysay,343.0998,ML_Data/training_images\maysay_segment_0141.png
142,maysay,344.9634,ML_Data/training_images\maysay_segment_0142.png
143,maysay,344.1415,ML_Data/training_images\maysay_segment_0143.png
144,maysay,343.5287,ML_Data/training_images\maysay_segment_0144.png
145,maysay,344.1757,ML_Data/training_images\maysay_segment_0145.png
146,maysay,343.734,ML_Data/training_images\maysay_segment_0146.png
147,maysay,343.5119,ML_Data/training_images\maysay_segment_0147.png
148,maysay,343.5074,ML_Data/training_images\maysay_segment_0148.png
149,maysay,344.2021,ML_Data/training_images\maysay_segment_0149.png
150,maysay,344.9947,ML_Data/training_images\maysay_segment_0150.png
151,maysay,344.8769,ML_Data/training_images\maysay_segment_0151.png
152,maysay,344.4233,ML_Data/training_images\maysay_segment_0152.png
153,maysay,344.8356,ML_Data/training_images\maysay_segment_0153.png
154,maysay,344.2109,ML_Data/training_images\maysay_segment_0154.png
155,maysay,344.7402,ML_Data/training_images\maysay_segment_0155.png
156,maysay,344.1058,ML_Data/training_images\maysay_segment_0156.png
157,maysay,345.3535,ML_Data/training_images\maysay_segment_0157.png
158,maysay,344.0521,ML_Data/training_images\maysay_segment_0158.png
159,maysay,344.2695,ML_Data/training_images\maysay_segment_0159.png
160,maysay,344.5966,ML_Data/training_images\maysay_segment_0160.png
161,maysay,344.6978,ML_Data/training_images\maysay_segment_0161.png
162,maysay,344.614,ML_Data/training_images\maysay_segment_0162.png
163,maysay,344.1124,ML_Data/training_images\maysay_segment_0163.png
164,maysay,344.3013,ML_Data/training_images\maysay_segment_0164.png
165,maysay,344.6209,ML_Data/training_images\maysay_segment_0165.png
166,maysay,343.7497,ML_Data/training_images\maysay_segment_0166.png
167,maysay,343.8272,ML_Data/training_images\maysay_segment_0167.png
168,maysay,343.8383,ML_Data/training_images\maysay_segment_0168.png
169,maysay,344.0528,ML_Data/training_images\maysay_segment_0169.png
170,maysay,343.7209,ML_Data/training_images\maysay_segment_0170.png
171,maysay,343.5161,ML_Data/training_images\maysay_segment_0171.png
172,maysay,346.1096,ML_Data/training_images\maysay_segment_0172.png
173,maysay,347.8868,ML_Data/training_images\maysay_segment_0173.png
174,maysay,347.8132,ML_Data/training_images\maysay_segment_0174.png
175,maysay,347.8763,ML_Data/training_images\maysay_segment_0175.png
176,maysay,348.4558,ML_Data/training_images\maysay_segment_0176.png
177,maysay,347.1364,ML_Data/training_images\maysay_segment_0177.png
178,maysay,348.4916,ML_Data/training_images\maysay_segment_0178.png
179,maysay,348.6677,ML_Data/training_images\maysay_segment_0179.png
180,maysay,350.571,ML_Data/training_images\maysay_segment_0180.png
181,maysay,350.9072,ML_Data/training_images\maysay_segment_0181.png
182,maysay,350.1183,ML_Data/training_images\maysay_segment_0182.png
183,maysay,350.2113,ML_Data/training_images\maysay_segment_0183.png
184,maysay,351.3545,ML_Data/training_images\maysay_segment_0184.png
185,maysay,351.383,ML_Data/training_images\maysay_segment_0185.png
186,maysay,351.685,ML_Data/training_images\maysay_segment_0186.png
187,maysay,351.1983,ML_Data/training_images\maysay_segment_0187.png
188,maysay,351.1837,ML_Data/training_images\maysay_segment_0188.png
189,maysay,351.2154,ML_Data/training_images\maysay_segment_0189.png
190,sacmt,82.5456,ML_Data/training_images\sacmt_segment_0190.png
191,sacmt,85.1587,ML_Data/training_images\sacmt_segment_0191.png
192,sacmt,78.291,ML_Data/training_images\sacmt_segment_0192.png
193,sacmt,75.8995,ML_Data/training_images\sacmt_segment_0193.png
194,sacmt,74.7579,ML_Data/training_images\sacmt_segment_0194.png
195,sacmt,78.9295,ML_Data/training_images\sacmt_segment_0195.png
196,sacmt,81.193,ML_Data/training_images\sacmt_segment_0196.png
197,sacmt,79.6852,ML_Data/training_images\sacmt_segment_0197.png
198,sacmt,75.2639,ML_Data/training_images\sacmt_segment_0198.png
199,sacmt,75.441,ML_Data/training_images\sacmt_segment_0199.png
200,sacmt,76.6361,ML_Data/training_images\sacmt_segment_0200.png
201,sacmt,85.8127,ML_Data/training_images\sacmt_segment_0201.png
202,sacmt,90.6214,ML_Data/training_images\sacmt_segment_0202.png
203,sacmt,79.9433,ML_Data/training_images\sacmt_segment_0203.png
204,sacmt,75.2066,ML_Data/training_images\sacmt_segment_0204.png
205,sacmt,74.3407,ML_Data/training_images\sacmt_segment_0205.png
206,sacmt,77.4323,ML_Data/training_images\sacmt_segment_0206.png
207,sacmt,85.1646,ML_Data/training_images\sacmt_segment_0207.png
208,sacmt,83.2391,ML_Data/training_images\sacmt_segment_0208.png
209,sacmt,95.0704,ML_Data/training_images\sacmt_segment_0209.png
210,sacmt,76.8361,ML_Data/training_images\sacmt_segment_0210.png
211,sacmt,76.269,ML_Data/training_images\sacmt_segment_0211.png
212,sacmt,76.4271,ML_Data/training_images\sacmt_segment_0212.png
213,sacmt,77.507,ML_Data/training_images\sacmt_segment_0213.png
214,sacmt,71.5783,ML_Data/training_images\sacmt_segment_0214.png
215,sacmt,79.3477,ML_Data/training_images\sacmt_segment_0215.png
216,sacmt,77.1955,ML_Data/training_images\sacmt_segment_0216.png
217,sacmt,72.1767,ML_Data/training_images\sacmt_segment_0217.png
218,sacmt,77.8908,ML_Data/training_images\sacmt_segment_0218.png
219,sacmt,77.7448,ML_Data/training_images\sacmt_segment_0219.png
220,sacmt,72.5773,ML_Data/training_images\sacmt_segment_0220.png
221,sacmt,75.8,ML_Data/training_images\sacmt_segment_0221.png
222,sacmt,72.0907,ML_Data/training_images\sacmt_segment_0222.png
223,sacmt,71.1067,ML_Data/training_images\sacmt_segment_0223.png
224,sacmt,74.9433,ML_Data/training_images\sacmt_segment_0224.png
225,sacmt,74.1496,ML_Data/training_images\sacmt_segment_0225.png
226,sacmt,74.7429,ML_Data/training_images\sacmt_segment_0226.png
227,sacmt,74.6444,ML_Data/training_images\sacmt_segment_0227.png
228,sacmt,77.2171,ML_Data/training_images\sacmt_segment_0228.png
229,sacmt,81.9411,ML_Data/training_images\sacmt_segment_0229.png
230,sacmt,76.4544,ML_Data/training_images\sacmt_segment_0230.png
231,sacmt,79.2663,ML_Data/training_images\sacmt_segment_0231.png
232,sacmt,76.5956,ML_Data/training_images\sacmt_segment_0232.png
233,sacmt,74.4163,ML_Data/training_images\sacmt_segment_0233.png
234,sacmt,72.2729,ML_Data/training_images\sacmt_segment_0234.png
235,sacmt,78.1556,ML_Data/training_images\sacmt_segment_0235.png
236,sacmt,79.6443,ML_Data/training_images\sacmt_segment_0236.png
237,sacmt,80.4421,ML_Data/training_images\sacmt_segment_0237.png
238,sacmt,80.9624,ML_Data/training_images\sacmt_segment_0238.png
239,sacmt,74.1189,ML_Data/training_images\sacmt_segment_0239.png
240,sacmt,76.7755,ML_Data/training_images\sacmt_segment_0240.png
241,sacmt,75.6783,ML_Data/training_images\sacmt_segment_0241.png
242,sacmt,75.2246,ML_Data/training_images\sacmt_segment_0242.png
243,sacmt,75.8678,ML_Data/training_images\sacmt_segment_0243.png
244,sacmt,71.7642,ML_Data/training_images\sacmt_segment_0244.png
245,sacmt,73.7574,ML_Data/training_images\sacmt_segment_0245.png
246,sacmt,74.1467,ML_Data/training_images\sacmt_segment_0246.png
247,sacmt,80.668,ML_Data/training_images\sacmt_segment_0247.png
248,sacmt,74.4958,ML_Data/training_images\sacmt_segment_0248.png
249,sacmt,75.1043,ML_Data/training_images\sacmt_segment_0249.png
250,sacmt,75.5388,ML_Data/training_images\sacmt_segment_0250.png
251,sacmt,73.5965,ML_Data/training_images\sacmt_segment_0251.png
252,sacmt,78.3845,ML_Data/training_images\sacmt_segment_0252.png
253,tulanh,89.9026,ML_Data/training_images\tulanh_segment_0253.png
254,tulanh,88.7162,ML_Data/training_images\tulanh_segment_0254.png
255,tulanh,88.3958,ML_Data/training_images\tulanh_segment_0255.png
256,tulanh,87.7964,ML_Data/training_images\tulanh_segment_0256.png
257,tulanh,86.8638,ML_Data/training_images\tulanh_segment_0257.png
258,tulanh,86.0753,ML_Data/training_images\tulanh_segment_0258.png
259,tulanh,86.0425,ML_Data/training_images\tulanh_segment_0259.png
260,tulanh,85.7741,ML_Data/training_images\tulanh_segment_0260.png
261,tulanh,85.304,ML_Data/training_images\tulanh_segment_0261.png
262,tulanh,85.0566,ML_Data/training_images\tulanh_segment_0262.png
263,tulanh,84.9922,ML_Data/training_images\tulanh_segment_0263.png
264,tulanh,84.8299,ML_Data/training_images\tulanh_segment_0264.png
265,tulanh,84.9981,ML_Data/training_images\tulanh_segment_0265.png
266,tulanh,84.221,ML_Data/training_images\tulanh_segment_0266.png
267,tulanh,83.7583,ML_Data/training_images\tulanh_segment_0267.png
268,tulanh,83.5149,ML_Data/training_images\tulanh_segment_0268.png
269,tulanh,83.3455,ML_Data/training_images\tulanh_segment_0269.png
270,tulanh,83.4896,ML_Data/training_images\tulanh_segment_0270.png
271,tulanh,82.8263,ML_Data/training_images\tulanh_segment_0271.png
272,tulanh,83.1583,ML_Data/training_images\tulanh_segment_0272.png
273,tulanh,82.7097,ML_Data/training_images\tulanh_segment_0273.png
274,tulanh,82.3479,ML_Data/training_images\tulanh_segment_0274.png
275,tulanh,82.5854,ML_Data/training_images\tulanh_segment_0275.png
276,tulanh,82.4991,ML_Data/training_images\tulanh_segment_0276.png
277,tulanh,82.2923,ML_Data/training_images\tulanh_segment_0277.png
278,tulanh,82.2437,ML_Data/training_images\tulanh_segment_0278.png
279,tulanh,81.6926,ML_Data/training_images\tulanh_segment_0279.png
280,tulanh,81.5358,ML_Data/training_images\tulanh_segment_0280.png
281,tulanh,81.5727,ML_Data/training_images\tulanh_segment_0281.png
282,tulanh,81.0691,ML_Data/training_images\tulanh_segment_0282.png
283,tulanh,81.7689,ML_Data/training_images\tulanh_segment_0283.png
284,tulanh,81.219,ML_Data/training_images\tulanh_segment_0284.png
285,tulanh,80.7884,ML_Data/training_images\tulanh_segment_0285.png
286,tulanh,81.6015,ML_Data/training_images\tulanh_segment_0286.png
287,tulanh,80.8343,ML_Data/training_images\tulanh_segment_0287.png
288,tulanh,80.7128,ML_Data/training_images\tulanh_segment_0288.png
289,tulanh,81.0068,ML_Data/training_images\tulanh_segment_0289.png
290,tulanh,80.1608,ML_Data/training_images\tulanh_segment_0290.png
291,tulanh,80.0434,ML_Data/training_images\tulanh_segment_0291.png
292,tulanh,80.0367,ML_Data/training_images\tulanh_segment_0292.png
293,tulanh,79.796,ML_Data/training_images\tulanh_segment_0293.png
294,tulanh,79.8956,ML_Data/training_images\tulanh_segment_0294.png
295,tulanh,79.7669,ML_Data/training_images\tulanh_segment_0295.png
296,tulanh,79.7329,ML_Data/training_images\tulanh_segment_0296.png
297,tulanh,79.2088,ML_Data/training_images\tulanh_segment_0297.png
298,tulanh,79.3773,ML_Data/training_images\tulanh_segment_0298.png
299,tulanh,79.0544,ML_Data/training_images\tulanh_segment_0299.png
300,tulanh,78.8213,ML_Data/training_images\tulanh_segment_0300.png
301,tulanh,79.2199,ML_Data/training_images\tulanh_segment_0301.png
302,tulanh,78.8876,ML_Data/training_images\tulanh_segment_0302.png
303,tulanh,78.924,ML_Data/training_images\tulanh_segment_0303.png
304,tulanh,78.6128,ML_Data/training_images\tulanh_segment_0304.png
305,tulanh,78.9954,ML_Data/training_images\tulanh_segment_0305.png
306,tulanh,78.5447,ML_Data/training_images\tulanh_segment_0306.png
307,tulanh,78.6431,ML_Data/training_images\tulanh_segment_0307.png
308,tulanh,78.5648,ML_Data/training_images\tulanh_segment_0308.png
309,tulanh,78.5812,ML_Data/training_images\tulanh_segment_0309.png
310,tulanh,78.5885,ML_Data/training_images\tulanh_segment_0310.png
311,tulanh,78.2974,ML_Data/training_images\tulanh_segment_0311.png
312,tulanh,78.2875,ML_Data/training_images\tulanh_segment_0312.png
313,tulanh,78.2043,ML_Data/training_images\tulanh_segment_0313.png
314,tulanh,78.1939,ML_Data/training_images\tulanh_segment_0314.png
315,tulanh,78.098,ML_Data/training_images\tulanh_segment_0315.png
316,tulanh,77.9739,ML_Data/training_images\tulanh_segment_0316.png
317,quat,36.36740112304688,ML_Data/training_images\quat_segment_0317.png
318,quat,38.107200622558594,ML_Data/training_images\quat_segment_0318.png
319,quat,31.80290031433105,ML_Data/training_images\quat_segment_0319.png
320,quat,35.63029861450195,ML_Data/training_images\quat_segment_0320.png
321,quat,35.8390007019043,ML_Data/training_images\quat_segment_0321.png
322,quat,35.143699645996094,ML_Data/training_images\quat_segment_0322.png
323,quat,37.541500091552734,ML_Data/training_images\quat_segment_0323.png
324,quat,37.782901763916016,ML_Data/training_images\quat_segment_0324.png
325,quat,36.57369995117188,ML_Data/training_images\quat_segment_0325.png
326,quat,35.63199996948242,ML_Data/training_images\quat_segment_0326.png
327,quat,37.81510162353516,ML_Data/training_images\quat_segment_0327.png
328,quat,36.09239959716797,ML_Data/training_images\quat_segment_0328.png
329,quat,35.84080123901367,ML_Data/training_images\quat_segment_0329.png
330,quat,37.35380172729492,ML_Data/training_images\quat_segment_0330.png
331,quat,38.0359992980957,ML_Data/training_images\quat_segment_0331.png
332,quat,37.66859817504883,ML_Data/training_images\quat_segment_0332.png
333,quat,37.44020080566406,ML_Data/training_images\quat_segment_0333.png
334,quat,39.005401611328125,ML_Data/training_images\quat_segment_0334.png
335,quat,37.91070175170898,ML_Data/training_images\quat_segment_0335.png
336,quat,38.70230102539063,ML_Data/training_images\quat_segment_0336.png
337,quat,38.43980026245117,ML_Data/training_images\quat_segment_0337.png
338,quat,37.58399963378906,ML_Data/training_images\quat_segment_0338.png
339,quat,37.25709915161133,ML_Data/training_images\quat_segment_0339.png
340,quat,40.58679962158203,ML_Data/training_images\quat_segment_0340.png
341,quat,32.71229934692383,ML_Data/training_images\quat_segment_0341.png
342,quat,39.66189956665039,ML_Data/training_images\quat_segment_0342.png
343,quat,38.68939971923828,ML_Data/training_images\quat_segment_0343.png
344,quat,38.56510162353516,ML_Data/training_images\quat_segment_0344.png
345,quat,37.37369918823242,ML_Data/training_images\quat_segment_0345.png
346,quat,35.1150016784668,ML_Data/training_images\quat_segment_0346.png
347,quat,35.87139892578125,ML_Data/training_images\quat_segment_0347.png
348,quat,34.93299865722656,ML_Data/training_images\quat_segment_0348.png
349,quat,38.06480026245117,ML_Data/training_images\quat_segment_0349.png
350,quat,37.09859848022461,ML_Data/training_images\quat_segment_0350.png
351,quat,36.791900634765625,ML_Data/training_images\quat_segment_0351.png
352,quat,39.8129997253418,ML_Data/training_images\quat_segment_0352.png
353,quat,38.81169891357422,ML_Data/training_images\quat_segment_0353.png
354,quat,34.924800872802734,ML_Data/training_images\quat_segment_0354.png
355,quat,34.4468994140625,ML_Data/training_images\quat_segment_0355.png
356,quat,37.06930160522461,ML_Data/training_images\quat_segment_0356.png
357,quat,38.175899505615234,ML_Data/training_images\quat_segment_0357.png
358,quat,35.37200164794922,ML_Data/training_images\quat_segment_0358.png
359,quat,37.720699310302734,ML_Data/training_images\quat_segment_0359.png
360,quat,38.96659851074219,ML_Data/training_images\quat_segment_0360.png
361,quat,38.13579940795898,ML_Data/training_images\quat_segment_0361.png
362,quat,37.86669921875,ML_Data/training_images\quat_segment_0362.png
363,quat,38.90560150146485,ML_Data/training_images\quat_segment_0363.png
364,quat,36.71979904174805,ML_Data/training_images\quat_segment_0364.png
365,quat,36.6510009765625,ML_Data/training_images\quat_segment_0365.png
366,quat,38.616798400878906,ML_Data/training_images\quat_segment_0366.png
367,quat,39.567501068115234,ML_Data/training_images\quat_segment_0367.png
368,quat,35.135501861572266,ML_Data/training_images\quat_segment_0368.png
369,quat,37.29909896850586,ML_Data/training_images\quat_segment_0369.png
370,quat,37.19860076904297,ML_Data/training_images\quat_segment_0370.png
371,quat,36.21530151367188,ML_Data/training_images\quat_segment_0371.png
372,quat,35.88840103149414,ML_Data/training_images\quat_segment_0372.png
373,quat,26.670499801635746,ML_Data/training_images\quat_segment_0373.png
374,quat,31.194599151611328,ML_Data/training_images\quat_segment_0374.png
375,quat,37.74580001831055,ML_Data/training_images\quat_segment_0375.png
376,quat,39.14979934692383,ML_Data/training_images\quat_segment_0376.png
377,quat,39.96770095825195,ML_Data/training_images\quat_segment_0377.png
378,quat,40.65019989013672,ML_Data/training_images\quat_segment_0378.png
379,quat,35.35029983520508,ML_Data/training_images\quat_segment_0379.png
380,quat,35.71379852294922,ML_Data/training_images\quat_segment_0380.png
381,quat,30.75489997863769,ML_Data/training_images\quat_segment_0381.png
382,quat,37.992801666259766,ML_Data/training_images\quat_segment_0382.png
383,quat,26.120899200439453,ML_Data/training_images\quat_segment_0383.png
384,quat,34.61090087890625,ML_Data/training_images\quat_segment_0384.png
385,quat,29.632999420166016,ML_Data/training_images\quat_segment_0385.png
386,quat,34.9379997253418,ML_Data/training_images\quat_segment_0386.png
387,quat,25.063100814819336,ML_Data/training_images\quat_segment_0387.png
388,quat,36.85559844970703,ML_Data/training_images\quat_segment_0388.png
389,quat,37.51480102539063,ML_Data/training_images\quat_segment_0389.png
390,quat,34.16730117797852,ML_Data/training_images\quat_segment_0390.png
391,quat,29.53230094909668,ML_Data/training_images\quat_segment_0391.png
392,quat,37.29570007324219,ML_Data/training_images\quat_segment_0392.png
393,quat,37.79690170288086,ML_Data/training_images\quat_segment_0393.png
394,quat,38.0171012878418,ML_Data/training_images\quat_segment_0394.png
395,quat,31.409299850463867,ML_Data/training_images\quat_segment_0395.png
396,quat,35.997798919677734,ML_Data/training_images\quat_segment_0396.png
397,quat,35.204498291015625,ML_Data/training_images\quat_segment_0397.png
398,quat,36.13650131225586,ML_Data/training_images\quat_segment_0398.png
399,quat,36.15710067749024,ML_Data/training_images\quat_segment_0399.png
400,quat,35.96659851074219,ML_Data/training_images\quat_segment_0400.png
401,quat,37.88899993896485,ML_Data/training_images\quat_segment_0401.png
402,quat,34.71160125732422,ML_Data/training_images\quat_segment_0402.png
403,quat,36.42129898071289,ML_Data/training_images\quat_segment_0403.png
404,quat,37.98460006713867,ML_Data/training_images\quat_segment_0404.png
405,quat,35.418701171875,ML_Data/training_images\quat_segment_0405.png
406,quat,37.77019882202149,ML_Data/training_images\quat_segment_0406.png
407,quat,37.68999862670898,ML_Data/training_images\quat_segment_0407.png
408,quat,35.06129837036133,ML_Data/training_images\quat_segment_0408.png
409,quat,30.499799728393555,ML_Data/training_images\quat_segment_0409.png
410,quat,37.80699920654297,ML_Data/training_images\quat_segment_0410.png
411,quat,37.852500915527344,ML_Data/training_images\quat_segment_0411.png
412,quat,36.40570068359375,ML_Data/training_images\quat_segment_0412.png
413,quat,36.89099884033203,ML_Data/training_images\quat_segment_0413.png
414,quat,37.67580032348633,ML_Data/training_images\quat_segment_0414.png
415,quat,37.37760162353516,ML_Data/training_images\quat_segment_0415.png
416,quat,37.102298736572266,ML_Data/training_images\quat_segment_0416.png
